Resource ID(s),Unique Identifier,Item Title,Subject,Description,Ancillary Materials,Date,Date Type,Physical Format,Storage Location,Duration Physical,Condition,Contributor,Publisher,Written notes on casing,Preservation Checksum Value,Preservation Filename,Preservation File Location,Preservation Filesize,Digital QC notes,Digitization Grant,Digitization Vendor,Preservation Sample Rate,Preservation Bit Depth,Proxy Filename,Duration Digital,Identifier2,IdentifierSource2
15275,CD-1222,unknown title,Fiction,,,2008-02-01,unknown,CD,KBOO Archives Room,00:48:30,,Diedre McNamer,,,,,,,,,,,,,,,
15267,CD-1214,on PortlandJazz Festival Underground Players,Music,,,2008-02-01,unknown,CD,KBOO Archives Room,00:08:12,,Sean Ongley,,,,,,,,,,,,,,,
16386,CD-2335,teaching visually-impaired children,"Disability, Youth, Education",,,2008-01-31,unknown,CD,KBOO Archives Room,,,James Bickford,,,,,,,,,,,,,,,
15262,CD-1209,KellyCampbell,,,,2008-01-31,unknown,CD,KBOO Archives Room,,,Katie Heald,,,,,,,,,,,,,,,
15130,CD-1077,Portland City Council hearing on Human Relations,"Race, Government/Politics",,,2008-01-24,unknown,CD,KBOO Archives Room,00:26:28,,,,,,,,,,,,,,,,,
15129,CD-1076,on Words&Pictures,Arts/Culture,,,2008-01-22,unknown,CD,KBOO Archives Room,00:26:04,,Marjane Satrapi,,,,,,,,,,,,,,,
15063,CD-1010,wrote Jezebel,Fiction,,,2008-01-22,unknown,CD,KBOO Archives Room,,,Hazleton,,,,,,,,,,,,,,,
15180,CD-1127,CD-1127 title,"African American, Police",MartinLutherKing&TheFBI,,2008-01-21,unknown,CD,KBOO Archives Room,00:59:00,,Jules Boykoff,,,,,,,,,,,,,,,
15265,CD-1212,MarkWooley&LindaTesner on Beers,Arts/Culture,,,2008-01-17,unknown,CD,KBOO Archives Room,,,Debra Beers,,,,,,,,,,,,,,,
15114,CD-1061,DIY History,,,,2008-01-17,unknown,CD,KBOO Archives Room,00:30:00,,Julie Sabatier (KBOO),KBOO,,,,,,,,,,,,,,
15066,CD-1013,made film on demise of Music Millennium NW,"Music, Film, Economy",,,2008-01-17,unknown,CD,KBOO Archives Room,00:12:12,,Ivy Lin,,,,,,,,,,,,,,,
17214,CS-1513,Carole Smith speaks at an education conference in Portland,Education,,,2008-01-11,unknown,1/8 inch audio cassette,KBOO Archives Room,,,Carole Smith,,,,,,,,,,,,,,,
15064,CD-1011,interview,Government/Politics,,,2008-01-11,unknown,CD,KBOO Archives Room,,,Bev Harris,,,,,,,,,,,,,,,
15571,CD-1519,unknown title,Arts/Culture,,,2008-01-10,unknown,CD,KBOO Archives Room,,,David Rosenat,,,,,,,,,,,,,,,
15118,CD-1065,unknown title,Prison,,,2008-01-10,unknown,CD,KBOO Archives Room,,,Caylor Rolin,,,,,,,,,,,,,,,
15057,CD-1004,KC Cowen,Arts/Culture,,,2008-01-03,unknown,CD,KBOO Archives Room,00:30:00,,Jeff Douglas,,,,,,,,,,,,,,,
15384,CD-1332,The Narcotic Farm',,,,2008-01-02,unknown,CD,KBOO Archives Room,,,,,,,,,,,,,,,,,,
15761,CD-1709,CD-1709 title,Global Affairs,DMayatikONZapatistas in Mexico,,2008-01-01,unknown,CD,KBOO Archives Room,,,Fray Bartolome,,,,,,,,,,,,,,,
15704,CD-1652,CD-1652 title,War/Peace,winter soldier,,2008-01-01,unknown,CD,KBOO Archives Room,,,,,,,,,,,,,,,,,,
15580,CD-1528,unknown title,,,,2008-01-01,unknown,CD,KBOO Archives Room,,,Barbara Ehrenreich,,,,,,,,,,,,,,,
15575,CD-1523,40 years of feminism at KBOO,"History, Women",,,2008-01-01,unknown,CD,KBOO Archives Room,,,,,,,,,,,,,,,,,,
15560,CD-1508,wrote biog of Gen. Smedley Butler,"War/Peace, Government/Politics",,,2008-01-01,unknown,CD,KBOO Archives Room,00:28:35,,Hans Schmidt,,,,,,,,,,,,,,,
15481,CD-1429,Secretary of State Debate,Government/Politics,,,2008-01-01,unknown,CD,KBOO Archives Room,00:30:11,,,,,,,,,,,,,,,,,
15294,CD-1241,sends excess medical supplies to those who need,"Health, Economy",,,2008-01-01,unknown,CD,KBOO Archives Room,00:28:22,,Kathleen Hower,,,,,,,,,,,,,,,
15292,CD-1239,for dark skies/against light pollution,Environment/Climate,,,2008-01-01,unknown,CD,KBOO Archives Room,00:21:06,,Chris Luginbuhl,,,,,,,,,,,,,,,
15291,CD-1238,WomensActionToGainEconomicSecurity-women-owned coo,"Women, Economy",,,2008-01-01,unknown,CD,KBOO Archives Room,00:23:28,,Hillary Abell,,,,,,,,,,,,,,,
15290,CD-1237,grandfamilies-grandparents&grandchildren living to,"Elders, Youth",,,2008-01-01,unknown,CD,KBOO Archives Room,00:17:31,,Donna Butz,,,,,,,,,,,,,,,
15288,CD-1235,computers in schools,"Science/Technology, Youth",,,2008-01-01,unknown,CD,KBOO Archives Room,00:19:06,,David Silvernail,,,,,,,,,,,,,,,
15284,CD-1231,interview,Food,,,2008-01-01,unknown,CD,KBOO Archives Room,00:36:34,,Michael Pollan,,,,,,,,,,,,,,,
15283,CD-1230,CD-1230 title,,,,2008-01-01,unknown,CD,KBOO Archives Room,,,William Pepper,,,,,,,,,,,,,,,
15282,CD-1229,CD-1229 title,"Energy/Natural Resources, Corporations",AlanSniton:TheCorporateTakeoverOfWater,,2008-01-01,unknown,CD,KBOO Archives Room,00:59:00,,Deborah Kaufman,,,,,,,,,,,,,,,
15280,CD-1227,interview,Energy/Natural Resources,,,2008-01-01,unknown,CD,KBOO Archives Room,,,Maude Barlow,,,,,,,,,,,,,,,
15278,CD-1225,"wrote'Girl', novel of agony of high school","Fiction, Youth",,,2008-01-01,unknown,CD,KBOO Archives Room,00:42:25,,Blake Nelson,,,,,,,,,,,,,,,
15277,CD-1224,wrote'TheyKnewTheyWereRight',Government/Politics,,,2008-01-01,unknown,CD,KBOO Archives Room,00:28:22,,Jacob Heilbrun,,,,,,,,,,,,,,,
15276,CD-1223,wroteBadMoonRising,,,,2008-01-01,unknown,CD,KBOO Archives Room,00:27:34,,John Gorenfeld,,,,,,,,,,,,,,,
15274,CD-1221,wrote'Heyday',Fiction,,,2008-01-01,unknown,CD,KBOO Archives Room,00:26:33,,Kurt Andersen,,,,,,,,,,,,,,,
15273,CD-1220,LatinaSoccerTeam InternationalAdoptionPioneers,"Sports, Women, Latin@/Hispanic",,,2008-01-01,unknown,CD,KBOO Archives Room,00:28:24,,Miae Kim,,,,,,,,,,,,,,,
15270,CD-1217,"KarenMack, wrote'AVersionOfTheTruth'",Fiction,,,2008-01-01,unknown,CD,KBOO Archives Room,00:25:24,,Jennifer Kaufman,,,,,,,,,,,,,,,
15269,CD-1216,CD-1216 title,"Corporations, Economy",TheSmallMartRevolution,,2008-01-01,unknown,CD,KBOO Archives Room,00:59:00,,Michael Shuman,,,,,,,,,,,,,,,
15268,CD-1215,wrote'NamelessNight'-aMan'sIdentityVs.Gov'tRepress,Fiction,,,2008-01-01,unknown,CD,KBOO Archives Room,00:46:50,,G. M. Ford,,,,,,,,,,,,,,,
15266,CD-1213,CD-1213 title,Corporations,on WalMart,,2008-01-01,unknown,CD,KBOO Archives Room,,,David Rosenfeld,,,,,,,,,,,,,,,
15264,CD-1211,wrote 'TheDevilYouKnow' mystery/sci.fi.,Fiction,,,2008-01-01,unknown,CD,KBOO Archives Room,00:25:27,,Mike Carey,,,,,,,,,,,,,,,
15258,CD-1205,CD-1205 title,Environment/Climate,,,2008-01-01,unknown,CD,KBOO Archives Room,00:30:31,,Richard Heinberg,,,,,,,,,,,,,,,
15256,CD-1203,CD-1203 title,,,,2008-01-01,unknown,CD,KBOO Archives Room,00:28:05,,Andrew Sean Greer,,,,,,,,,,,,,,,
15253,CD-1200,CD-1200 title,,American Purgatory,,2008-01-01,unknown,CD,KBOO Archives Room,01:00:00,,,,,,,,,,,,,,,,,
15252,CD-1199,CD-1199 title,,,,2008-01-01,unknown,CD,KBOO Archives Room,00:28:00,,James Kunstler,,,,,,,,,,,,,,,
15251,CD-1198,CD-1198 title,Fiction,,,2008-01-01,unknown,CD,KBOO Archives Room,00:48:33,,Richard Russo,,,,,,,,,,,,,,,
15250,CD-1197,CD-1197 title,Global Affairs,Uncle Sam's Pakistan,,2008-01-01,unknown,CD,KBOO Archives Room,00:59:00,,Tariq Ali,,,,,,,,,,,,,,,
15249,CD-1196,CD-1196 title,,,,2008-01-01,unknown,CD,KBOO Archives Room,00:59:00,,Maude Barlow,,,,,,,,,,,,,,,
15248,CD-1195,on India,Global Affairs,,,2008-01-01,unknown,CD,KBOO Archives Room,,,Praful Bidwai,,,,,,,,,,,,,,,
15244,CD-1191,CD-1191 title,Fiction,,,2008-01-01,unknown,CD,KBOO Archives Room,,,Edwidge Danticat,,,,,,,,,,,,,,,
15242,CD-1189,wroteDescartes'Bones-howThoseBonesBecameAPolitical,,,,2008-01-01,unknown,CD,KBOO Archives Room,00:25:00,,Russell Shorto,,,,,,,,,,,,,,,
15238,CD-1185,interview,,,,2008-01-01,unknown,CD,KBOO Archives Room,00:58:16,,Robert Jensen,,,,,,,,,,,,,,,
15236,CD-1183,wroteTheThingAboutLifeIsThatOneDayYou'llBeDead,Arts/Culture,,,2008-01-01,unknown,CD,KBOO Archives Room,00:25:30,,David Shields,,,,,,,,,,,,,,,
15235,CD-1182,Portland speech,,,,2008-01-01,unknown,CD,KBOO Archives Room,,,Chris Hedges,,,,,,,,,,,,,,,
15234,CD-1181,wroteForLoveOfPolitics-on Clinton presidency,Government/Politics,,,2008-01-01,unknown,CD,KBOO Archives Room,00:26:18,,Sally Bedell Smith,,,,,,,,,,,,,,,
15232,CD-1179,CD-1179 title,Fiction,,,2008-01-01,unknown,CD,KBOO Archives Room,00:45:10,,Tobias Wolff,,,,,,,,,,,,,,,
15231,CD-1178,CD-1178 title,"Government/Politics, Police",A Night In Chicago 1968,,2008-01-01,unknown,CD,KBOO Archives Room,00:29:00,,,,,,,,,,,,,,,,,
15230,CD-1177,CD-1177 title,"Global Affairs, War/Peace",Iraq: All Options On The Table,,2008-01-01,unknown,CD,KBOO Archives Room,00:59:00,,Scott Ritter,,,,,,,,,,,,,,,
15226,CD-1173,interview,,,,2008-01-01,unknown,CD,KBOO Archives Room,00:57:18,,Larry Valvel,,,,,,,,,,,,,,,
15225,CD-1172,Portland speech,,,,2008-01-01,unknown,CD,KBOO Archives Room,01:17:20,,David Cay Johnston,,,,,,,,,,,,,,,
15223,CD-1170,interview,,,,2008-01-01,unknown,CD,KBOO Archives Room,00:28:21,,Lul Abdulle,,,,,,,,,,,,,,,
15217,CD-1164,Community Gathering Center,neighborhoods,,,2008-01-01,unknown,CD,KBOO Archives Room,00:27:07,,,,,,,,,,,,,,,,,
15215,CD-1162,CD-1162 title,,,,2008-01-01,unknown,CD,KBOO Archives Room,00:27:00,,Patricia Santana,,,,,,,,,,,,,,,
15213,CD-1160,CD-1160 title,,,,2008-01-01,unknown,CD,KBOO Archives Room,00:27:28,,Manil Suri,,,,,,,,,,,,,,,
15211,CD-1158,CD-1158 title,"Global Affairs, Race",Anti-Arab Racism',,2008-01-01,unknown,CD,KBOO Archives Room,,,Steven Salaita,,,,,,,,,,,,,,,
15210,CD-1157,interview,,,,2008-01-01,unknown,CD,KBOO Archives Room,00:28:00,,Ibrahim Warde,,,,,,,,,,,,,,,
15209,CD-1156,CD-1156 title,"Government/Politics, War/Peace",Iraq:The Forever War,,2008-01-01,unknown,CD,KBOO Archives Room,00:59:00,,Noam Chomsky,,,,,,,,,,,,,,,
15208,CD-1155,interview-wrote 'Lavinia',Fiction,,,2008-01-01,unknown,CD,KBOO Archives Room,00:21:32,,Ursula LeGuin,,,,,,,,,,,,,,,
15206,CD-1153,reads from 'Lavinia',Fiction,,,2008-01-01,unknown,CD,KBOO Archives Room,00:42:20,,Ursula LeGuin,,,,,,,,,,,,,,,
15202,CD-1149,wroteSpook Country',"Fiction, Science/Technology",,,2008-01-01,unknown,CD,KBOO Archives Room,00:28:06,,William Gibson,,,,,,,,,,,,,,,
15201,CD-1148,unknown title,,,,2008-01-01,unknown,CD,KBOO Archives Room,00:28:32,,Joseph O'Neill,,,,,,,,,,,,,,,
15195,CD-1142,wrote'TheShanghaiTunnel' in Portland,"Global Affairs, Government/Politics",,,2008-01-01,unknown,CD,KBOO Archives Room,00:27:13,,Sharan Newman,,,,,,,,,,,,,,,
15191,CD-1138,wrote mystery:CurseOfTheSpellmans,Fiction,,,2008-01-01,unknown,CD,KBOO Archives Room,00:25:11,,Lisa Lutz,,,,,,,,,,,,,,,
15190,CD-1137,CD-1137 title,Global Affairs,Tibet:TheStruggleForFreedom,,2008-01-01,unknown,CD,KBOO Archives Room,00:59:00,,Youdon Aukatsang,,,,,,,,,,,,,,,
15187,CD-1134,JAW-playwrights try out their new plays,Arts/Culture,,,2008-01-01,unknown,CD,KBOO Archives Room,00:18:29,,,,,,,,,,,,,,,,,
15179,CD-1126,CD-1126 title,Environment/Climate,Rethinking Growth,,2008-01-01,unknown,CD,KBOO Archives Room,00:59:00,,Sunita Naraia,,,,,,,,,,,,,,,
15175,CD-1122,CD-1122 title,Government/Politics,,,2008-01-01,unknown,CD,KBOO Archives Room,00:59:00,,Jeremy Scahill,,,,,,,,,,,,,,,
15167,CD-1114,KBOO commentator-sample show-Presswatch,"Government/Politics, History",,,2008-01-01,unknown,CD,KBOO Archives Room,00:29:00,,Theresa Mitchell,,,,,,,,,,,,,,,
15164,CD-1111,CD-1111 title,"Women, Global Affairs",on Pakistani women,,2008-01-01,unknown,CD,KBOO Archives Room,00:59:00,,Tahira Abdullah,,,,,,,,,,,,,,,
15132,CD-1079,interview,Government/Politics,,,2008-01-01,unknown,CD,KBOO Archives Room,,,Dennis Kucinich,,,,,,,,,,,,,,,
15121,CD-1068,FarelDalrymple 0n Words&Pictures,"Arts/Culture, Fiction",,,2008-01-01,unknown,CD,KBOO Archives Room,00:29:04,,Ryan Alexander Tanner,,,,,,,,,,,,,,,
15070,CD-1017,wrote'Terminal',Fiction,,,2008-01-01,unknown,CD,KBOO Archives Room,00:26:03,,Andrew Vachss,,,,,,,,,,,,,,,
15067,CD-1014,CD-1014 title,Environment/Climate,MaudeBarlow DaphneWysham:GlobalTripleCrisis,,2008-01-01,unknown,CD,KBOO Archives Room,,,Vandana Shiva,,,,,,,,,,,,,,,
15181,CD-1128,CD-1128 title,Global Affairs,"India-economy, military",,2007-12-29,unknown,CD,KBOO Archives Room,00:59:00,,Arundhati Roy,,,,,,,,,,,,,,,
15062,CD-1009,CD-1009 title,"Global Affairs, Environment/Climate",India: States of Resistance,,2007-12-29,unknown,CD,KBOO Archives Room,00:59:00,,Vandana Shiva,,,,,,,,,,,,,,,
15068,CD-1015,wrote'Away',Fiction,,,2007-12-25,unknown,CD,KBOO Archives Room,00:27:21,,Amy Bloom,,,,,,,,,,,,,,,
15112,CD-1059,interview,,,,2007-12-18,unknown,CD,KBOO Archives Room,00:50:00,,Paul Krugman,,,,,,,,,,,,,,,
15354,CD-1302,plant-based diets,Food,,,2007-12-17,unknown,CD,KBOO Archives Room,00:51:30,,T. Colin Campbell,,,,,,,,,,,,,,,
15116,CD-1063,CD-1063 title,Environment/Climate,climate change,,2007-12-13,unknown,CD,KBOO Archives Room,,,Bill Bradbury,,,,,,,,,,,,,,,
15071,CD-1018,on renaming InterstateAve. For Chavez,"Race, Government/Politics",,,2007-12-13,unknown,CD,KBOO Archives Room,00:29:00,,Caesar Chavez,,,,,,,,,,,,,,,
15107,CD-1054,unknown title,,,,2007-12-11,unknown,CD,KBOO Archives Room,00:22:00,,Carol Russell,,,,,,,,,,,,,,,
16503,CD-2452,CD-2452 title,"Government/Politics, Economy",Shock Doctrine,,2007-12-07,unknown,CD,KBOO Archives Room,01:39:00,,Naomi Klein,,,,,,,,,,,,,,,
15095,CD-1042,on Iraq victims,War/Peace,,,2007-12-07,unknown,CD,KBOO Archives Room,,,Maxim Fookson,,,,,,,,,,,,,,,
15506,CD-1454,Venezuela,Global Affairs,,,2007-12-05,unknown,CD,KBOO Archives Room,00:36:10,,Barbara Bernstein (KBOO host),KBOO,,,,,,,,,,,,,,
15562,CD-1510,tribute after her death,"Fiction, Women",,,2007-12-04,unknown,CD,KBOO Archives Room,,,Grace Paley,,,,,,,,,,,,,,,
15085,CD-1032,unknown title,Global Affairs,,,2007-11-30,unknown,CD,KBOO Archives Room,,,Zaher Wahab,,,,,,,,,,,,,,,
15126,CD-1073,MeetYourNewNeighbor from Palestine,Immigration,,,2007-11-26,unknown,CD,KBOO Archives Room,00:30:00,,Waddah Sofam,,,,,,,,,,,,,,,
15536,CD-1484,CynthiaBealOn Green Burials,Environment/Climate,,,2007-11-15,unknown,CD,KBOO Archives Room,00:28:12,,Patricia Sweeney,,,,,,,,,,,,,,,
15389,CD-1337,photography book: Earth Under Fire',"Energy/Natural Resources, Arts/Culture",,,2007-11-15,unknown,CD,KBOO Archives Room,,,Gary Braasch,,,,,,,,,,,,,,,
15069,CD-1016,"wrote'MyGenome, MyLife'",Science/Technology,,,2007-11-15,unknown,CD,KBOO Archives Room,00:28:06,,Craig Venter,,,,,,,,,,,,,,,
15055,CD-1002,Escape,,,,2007-11-15,unknown,CD,KBOO Archives Room,00:27:06,,Carolyn Jessop,,,,,,,,,,,,,,,
15106,CD-1053,"Yaotl, Olmec",Global Affairs,,,2007-11-08,unknown,CD,KBOO Archives Room,00:27:14,,Mark Gonzalez,,,,,,,,,,,,,,,
16526,CD-2468,CD-2468 title,Indigenous,Indigenous Peoples Summit,,2007-11-07,unknown,CD,KBOO Archives Room,,,,,,,,,,,,,,,,,,
15483,CD-1431,CD-1431 title,,,,2007-11-02,unknown,CD,KBOO Archives Room,,,Paul Krugman,,,,,,,,,,,,,,,
15228,CD-1175,Nobel economist Portland speech,Economy,,,2007-11-01,unknown,CD,KBOO Archives Room,,,Paul Krugman,,,,,,,,,,,,,,,
15111,CD-1058,Church of Stop shopping,Economy,,,2007-11-01,unknown,CD,KBOO Archives Room,,,Reverend Billy,,,,,,,,,,,,,,,
15529,CD-1477,Ghosts of Portland',,,,2007-10-30,unknown,CD,KBOO Archives Room,00:28:17,,,,,,,,,,,,,,,,,
15519,CD-1467,unknown title,,,,2007-10-29,unknown,CD,KBOO Archives Room,00:48:02,,Raed Jarrar,,,,,,,,,,,,,,,
15184,CD-1131,CD-1131 title,Global Affairs,TheWarOnLebanon',,2007-10-11,unknown,CD,KBOO Archives Room,00:59:00,,Nubar Hovsepian,,,,,,,,,,,,,,,
17213,CS-1512,CS-1512 title,Animals,Wpotter on animal rights,,2007-10-04,unknown,1/8 inch audio cassette,KBOO Archives Room,,,Peter Young,,,,,,,,,,,,,,,
15750,CD-1698,CD-1698 title,Animals,animal rights 'terrorists',,2007-10-04,unknown,CD,KBOO Archives Room,,,,,,,,,,,,,,,,,,
15499,CD-1447,unknown title,Education,,,2007-10-04,unknown,CD,KBOO Archives Room,,,Jonathan Kozol,,,,,,,,,,,,,,,
15131,CD-1078,CD-1078 title,"War/Peace, Media",War & The Media,,2007-10-04,unknown,CD,KBOO Archives Room,00:59:00,,Tariq Ali,,,,,,,,,,,,,,,
17172,CS-1471,CS-1471 title,Transportation,adventure cycling,,2007-10-02,unknown,1/8 inch audio cassette,KBOO Archives Room,,,Jim Sayer,,,,,,,,,,,,,,,
15535,CD-1483,Gee's Bend Quilt makers,Arts/Culture,,,2007-10-02,unknown,CD,KBOO Archives Room,,,,,,,,,,,,,,,,,,
15550,CD-1498,CD-1498 title,,The Language of Thought,,2007-09-28,unknown,CD,KBOO Archives Room,,,Steven Pinker,,,,,,,,,,,,,,,
15326,CD-1274,interview,Food,,,2007-09-24,unknown,CD,KBOO Archives Room,00:20:05,,John Robbins,,,,,,,,,,,,,,,
15611,CD-1559,CD-1559 title,,no kill',,2007-09-21,unknown,CD,KBOO Archives Room,,,Nathan Winogard,,,,,,,,,,,,,,,
15049,CD-0996,The Food Show,Food,,,2007-09-17,unknown,CD,KBOO Archives Room,01:00:00,,,KBOO,,,,,,,,,,,,,,
15327,CD-1275,interview,,,,2007-09-14,unknown,CD,KBOO Archives Room,00:28:20,,Alan Rosenblith,,,,,,,,,,,,,,,
15350,CD-1298,CD-1298 title,Government/Politics,Creating Terror,,2007-09-11,unknown,CD,KBOO Archives Room,00:59:00,,Nafeez Mossadeq Ahmed,,,,,,,,,,,,,,,
15703,CD-1651,KBOO Board candidate forum,History,,,2007-09-10,unknown,CD,KBOO Archives Room,,,,,,,,,,,,,,,,,,
15609,CD-1557,currency,Economy,,,2007-09-08,unknown,CD,KBOO Archives Room,,,Alan Rosenblith,,,,,,,,,,,,,,,
16525,CD-2467_d3,2nd anniv. Of hurricane,Government/Politics,,,2007-08-31,unknown,CD,KBOO Archives Room,03:00:00,,Katrina,,,,,,,,,,,,,,,
16524,CD-2467_d2,2nd anniv. Of hurricane,Government/Politics,,,2007-08-31,unknown,CD,KBOO Archives Room,03:00:00,,Katrina,,,,,,,,,,,,,,,
16523,CD-2467_d1,2nd anniv. Of hurricane,Government/Politics,,,2007-08-31,unknown,CD,KBOO Archives Room,03:00:00,,Katrina,,,,,,,,,,,,,,,
15094,CD-1041,TheBearDeluxe,,,,2007-08-27,unknown,CD,KBOO Archives Room,,,Robert Cooperman,,,,,,,,,,,,,,,
15740,CD-1688,transgender,"LGBTQ, Civil Rights/Human Rights",,,2007-08-21,unknown,CD,KBOO Archives Room,00:27:27,,Alison Kirby,,,,,,,,,,,,,,,
15092,CD-1039,wrote'Fiasco'on Iraq,"War/Peace, Government/Politics",,,2007-08-21,unknown,CD,KBOO Archives Room,00:29:01,,Thomas Ricks,,,,,,,,,,,,,,,
15352,CD-1300,CD-1300 title,Sports,The Athletic-Industrial Complex,,2007-08-07,unknown,CD,KBOO Archives Room,00:59:00,,David Zirin,,,,,,,,,,,,,,,
15144,CD-1091,CD-1091 title,Government/Politics,From EmpireToEarth Community-US hegemony,,2007-08-01,unknown,CD,KBOO Archives Room,00:59:00,,David Korten,,,,,,,,,,,,,,,
15349,CD-1297,CD-1297 title,"Faith/Religion/Spirituality, Government/Politics, War/Peace",about Al-Qa'ida and Osama Bin Laden,,2007-07-29,unknown,CD,KBOO Archives Room,00:59:00,,Abdel Bari Atwan,,,,,,,,,,,,,,,
15533,CD-1481,CD-1481 title,,Oil: Blood of the Earth,,2007-07-28,unknown,CD,KBOO Archives Room,00:59:00,,Dilip Hiro,,,,,,,,,,,,,,,
15526,CD-1474,CD-1474 title,"War/Peace, Global Affairs",Iraq War,,2007-07-26,unknown,CD,KBOO Archives Room,00:59:00,,Mundher al Adhami,,,,,,,,,,,,,,,
15329,CD-1277,Pinball theory of apocalypse,Government/Politics,,,2007-07-26,unknown,CD,KBOO Archives Room,,,Jonathan Selwood,,,,,,,,,,,,,,,
15155,CD-1102,CD-1102 title,"Government/Politics, Law/Courts/Crime",TheAttackOnTheConstitution,,2007-07-25,unknown,CD,KBOO Archives Room,00:59:00,,Al Gore,,,,,,,,,,,,,,,
15125,CD-1072,CD-1072 title,,911:Let'sGetEmpirical',,2007-07-20,unknown,CD,KBOO Archives Room,01:53:00,,David Ray Griffin,,,,,,,,,,,,,,,
15087,CD-1034,interview,,,,2007-07-19,unknown,CD,KBOO Archives Room,00:28:21,,Alan Weisman,,,,,,,,,,,,,,,
15051,CD-0998,The Food Show,Food,,,2007-07-16,unknown,CD,KBOO Archives Room,01:00:00,,,KBOO,,,,,,,,,,,,,,
15103,CD-1050,unknown title,,,,2007-07-13,unknown,CD,KBOO Archives Room,,,David Brownlow,,,,,,,,,,,,,,,
15490,CD-1438,CD-1438 title,Fiction,,,2007-07-12,unknown,CD,KBOO Archives Room,,,Diana Abu-Jaber,,,,,,,,,,,,,,,
15158,CD-1105,CD-1105 title,,Report From Pakistan,,2007-07-12,unknown,CD,KBOO Archives Room,00:59:00,,Rahimullah Yusufzai,,,,,,,,,,,,,,,
15138,CD-1085,autism,Health,,,2007-07-06,unknown,CD,KBOO Archives Room,00:28:07,,"D. P, Willis",,,,,,,,,,,,,,,
15122,CD-1069,workers rights,"Labor, Immigration",,,2007-06-28,unknown,CD,KBOO Archives Room,00:29:19,,,,,,,,,,,,,,,,,
15534,CD-1482,CD-1482 title,Global Affairs,"Turkey, Kurds, Armenians",,2007-06-24,unknown,CD,KBOO Archives Room,00:59:00,,Ron Margulies,,,,,,,,,,,,,,,
15050,CD-0997,The Food Show,Food,,,2007-06-18,unknown,CD,KBOO Archives Room,01:00:00,,,KBOO,,,,,,,,,,,,,,
15141,CD-1088,CD-1088 title,"LGBTQ, Civil Rights/Human Rights",Harvey Milk--gay March on Washington 1979,,2007-06-14,unknown,CD,KBOO Archives Room,00:29:00,,Ray Hill,,,,,,,,,,,,,,,
15543,CD-1491,Jason Kir on G-8,Economy,,,2007-06-07,unknown,CD,KBOO Archives Room,,,Neil Watkins,,,,,,,,,,,,,,,
15163,CD-1110,Sojourn',Arts/Culture,,,2007-06-05,unknown,CD,KBOO Archives Room,,,Michael Rohd,,,,,,,,,,,,,,,
15040,CD-0897,deportation of Asians from US,"Global Affairs, Immigration",,,2007-06-01,unknown,CD,KBOO Archives Room,,,,,,,,,,,,,,,,,,
15548,CD-1496,CD-1496 title,,Humanists,,2007-05-30,unknown,CD,KBOO Archives Room,,,,,,,,,,,,,,,,,,
15162,CD-1109,CD-1109 title,"Law/Courts/Crime, Race, History",on Sacco & Vanzetti,,2007-05-30,unknown,CD,KBOO Archives Room,00:59:00,,Howard Zinn,,,,,,,,,,,,,,,
15135,CD-1082,CD-1082 title,,wrote 'Brothers',,2007-05-30,unknown,CD,KBOO Archives Room,,,David Talbot,,,,,,,,,,,,,,,
14875,CD-0732,interview,,,,2007-05-24,unknown,CD,KBOO Archives Room,00:27:00,,David Korten,,,,,,,,,,,,,,,
17150,CS-1449,CS-1449 title,Economy,"Catastrophe, CreativityandTheRenewalOfCivilization",,2007-05-23,unknown,1/8 inch audio cassette,KBOO Archives Room,,,Thomas Homer-Dixon,,,,,,,,,,,,,,,
15574,CD-1522,The Upside Of Down',,,,2007-05-23,unknown,CD,KBOO Archives Room,,,Thomas Homer Dixon,,,,,,,,,,,,,,,
15310,CD-1257,interview,,,,2007-05-22,unknown,CD,KBOO Archives Room,,,Paul Hawken,,,,,,,,,,,,,,,
14934,CD-0791,wrote About Grace,Faith/Religion/Spirituality,,,2007-05-22,unknown,CD,KBOO Archives Room,00:26:12,,Anne Lamott,,,,,,,,,,,,,,,
14933,CD-0790,unknown title,Arts/Culture,,,2007-05-22,unknown,CD,KBOO Archives Room,00:29:05,,Teresa Drilling,,,,,,,,,,,,,,,
15142,CD-1089,911,Government/Politics,,,2007-05-21,unknown,CD,KBOO Archives Room,01:04:00,,David Ray Griffin,,,,,,,,,,,,,,,
15123,CD-1070,CD-1070 title,War/Peace,911,,2007-05-21,unknown,CD,KBOO Archives Room,01:55:00,,David Ray Griffin,,,,,,,,,,,,,,,
15475,CD-1423,interview,,,,2007-05-18,unknown,CD,KBOO Archives Room,,,David Ray Griffin,,,,,,,,,,,,,,,
17189,CS-1488,CS-1488 title,Government/Politics,Money and Politics,,2007-05-16,unknown,1/8 inch audio cassette,KBOO Archives Room,,,David Sirota,,,,,,,,,,,,,,,
15547,CD-1495,interview,,,,2007-05-16,unknown,CD,KBOO Archives Room,,,Sirota,,,,,,,,,,,,,,,
15134,CD-1081,CD-1081 title,,,,2007-05-16,unknown,CD,KBOO Archives Room,00:57:00,,Natalie Angier,,,,,,,,,,,,,,,
15462,CD-1410,CD-1410 title,Food,Censored',,2007-05-12,unknown,CD,KBOO Archives Room,00:44:00,,John Robbins,,,,,,,,,,,,,,,
